provider_id,provider_name,specialty,network_status,county
P01546,Provider_1546,Family Medicine,In-Network,Dallas
P01547,Provider_1547,Family Medicine,In-Network,Dallas
P01548,Provider_1548,Cardiology,In-Network,Dallas
P01549,Provider_1549,Family Medicine,In-Network,Dallas
P01550,Provider_1550,Family Medicine,In-Network,Dallas
P01551,Provider_1551,Family Medicine,In-Network,Dallas
P01552,Provider_1552,Cardiology,In-Network,Dallas
P01553,Provider_1553,Family Medicine,In-Network,Dallas
P01554,Provider_1554,Family Medicine,In-Network,Dallas
P01555,Provider_1555,Family Medicine,In-Network,Dallas
P01556,Provider_1556,Cardiology,In-Network,Dallas
P01557,Provider_1557,Family Medicine,In-Network,Dallas
P01558,Provider_1558,Family Medicine,In-Network,Dallas
P01559,Provider_1559,Family Medicine,In-Network,Dallas
P01560,Provider_1560,Cardiology,In-Network,Dallas
P01561,Provider_1561,Family Medicine,In-Network,Dallas
P01562,Provider_1562,Family Medicine,In-Network,Dallas
P01563,Provider_1563,Family Medicine,In-Network,Dallas
P01564,Provider_1564,Cardiology,In-Network,Dallas
P01565,Provider_1565,Family Medicine,In-Network,Dallas
P01566,Provider_1566,Family Medicine,In-Network,Dallas
P01567,Provider_1567,Family Medicine,In-Network,Dallas
P01568,Provider_1568,Cardiology,In-Network,Dallas
P01569,Provider_1569,Family Medicine,In-Network,Dallas
P01570,Provider_1570,Family Medicine,In-Network,Dallas
P01571,Provider_1571,Family Medicine,In-Network,Dallas
P01572,Provider_1572,Cardiology,In-Network,Dallas
P01573,Provider_1573,Family Medicine,In-Network,Dallas
P01574,Provider_1574,Family Medicine,In-Network,Dallas
P01575,Provider_1575,Family Medicine,In-Network,Dallas
P01576,Provider_1576,Cardiology,In-Network,Dallas
P01577,Provider_1577,Family Medicine,In-Network,Dallas
P01578,Provider_1578,Family Medicine,In-Network,Dallas
P01579,Provider_1579,Family Medicine,In-Network,Dallas
P01580,Provider_1580,Cardiology,In-Network,Dallas
P01581,Provider_1581,Family Medicine,In-Network,Dallas
P01582,Provider_1582,Family Medicine,In-Network,Dallas
P01583,Provider_1583,Family Medicine,In-Network,Dallas
P01584,Provider_1584,Cardiology,In-Network,Dallas
P01585,Provider_1585,Family Medicine,In-Network,Dallas
P01586,Provider_1586,Family Medicine,In-Network,Dallas
P01587,Provider_1587,Family Medicine,In-Network,Dallas
P01588,Provider_1588,Cardiology,In-Network,Dallas
P01589,Provider_1589,Family Medicine,In-Network,Dallas
P01590,Provider_1590,Family Medicine,In-Network,Dallas
P01591,Provider_1591,Family Medicine,In-Network,Dallas
P01592,Provider_1592,Cardiology,In-Network,Dallas
P01593,Provider_1593,Family Medicine,In-Network,Dallas
P01594,Provider_1594,Family Medicine,In-Network,Dallas
P01595,Provider_1595,Family Medicine,In-Network,Dallas
P01596,Provider_1596,Cardiology,In-Network,Dallas
P01597,Provider_1597,Family Medicine,In-Network,Dallas
P01598,Provider_1598,Family Medicine,In-Network,Dallas
P01599,Provider_1599,Family Medicine,In-Network,Dallas
P01600,Provider_1600,Cardiology,In-Network,Dallas
P01601,Provider_1601,Family Medicine,In-Network,Dallas
P01602,Provider_1602,Family Medicine,In-Network,Dallas
P01603,Provider_1603,Family Medicine,In-Network,Dallas
P01604,Provider_1604,Cardiology,In-Network,Dallas
P01605,Provider_1605,Family Medicine,In-Network,Dallas
P01606,Provider_1606,Family Medicine,In-Network,Dallas
P01607,Provider_1607,Family Medicine,In-Network,Dallas
P01608,Provider_1608,Cardiology,In-Network,Dallas
P01609,Provider_1609,Family Medicine,In-Network,Dallas
P01610,Provider_1610,Family Medicine,In-Network,Dallas
P01611,Provider_1611,Family Medicine,In-Network,Dallas
P01612,Provider_1612,Cardiology,In-Network,Dallas
P01613,Provider_1613,Family Medicine,In-Network,Dallas
P01614,Provider_1614,Family Medicine,In-Network,Dallas
P01615,Provider_1615,Family Medicine,In-Network,Dallas
P01616,Provider_1616,Cardiology,In-Network,Dallas
P01617,Provider_1617,Family Medicine,In-Network,Dallas
P01618,Provider_1618,Family Medicine,In-Network,Dallas
P01619,Provider_1619,Family Medicine,In-Network,Dallas
P01620,Provider_1620,Cardiology,In-Network,Dallas
P01621,Provider_1621,Family Medicine,In-Network,Dallas
P01622,Provider_1622,Family Medicine,In-Network,Dallas
P01623,Provider_1623,Family Medicine,In-Network,Dallas
P01624,Provider_1624,Cardiology,In-Network,Dallas
P01625,Provider_1625,Family Medicine,In-Network,Dallas
P01626,Provider_1626,Family Medicine,In-Network,Dallas
P01627,Provider_1627,Family Medicine,In-Network,Dallas
P01628,Provider_1628,Cardiology,In-Network,Dallas
P01629,Provider_1629,Family Medicine,In-Network,Dallas
P01630,Provider_1630,Family Medicine,In-Network,Dallas
P01631,Provider_1631,Family Medicine,In-Network,Dallas
P01632,Provider_1632,Cardiology,In-Network,Dallas
P01633,Provider_1633,Family Medicine,In-Network,Dallas
P01634,Provider_1634,Family Medicine,In-Network,Dallas
P01635,Provider_1635,Family Medicine,In-Network,Dallas
P01636,Provider_1636,Cardiology,In-Network,Dallas
P01637,Provider_1637,Family Medicine,In-Network,Dallas
P01638,Provider_1638,Family Medicine,In-Network,Dallas
P01639,Provider_1639,Family Medicine,In-Network,Dallas
P01640,Provider_1640,Cardiology,In-Network,Dallas
P01641,Provider_1641,Family Medicine,In-Network,Dallas
P01642,Provider_1642,Family Medicine,In-Network,Dallas
P01643,Provider_1643,Family Medicine,In-Network,Dallas
P01644,Provider_1644,Cardiology,In-Network,Dallas
P01645,Provider_1645,Family Medicine,In-Network,Dallas
P01646,Provider_1646,Family Medicine,In-Network,Dallas
P01647,Provider_1647,Family Medicine,In-Network,Dallas
P01648,Provider_1648,Cardiology,In-Network,Dallas
P01649,Provider_1649,Family Medicine,In-Network,Dallas
P01650,Provider_1650,Family Medicine,In-Network,Dallas
P01651,Provider_1651,Family Medicine,In-Network,Dallas
P01652,Provider_1652,Cardiology,In-Network,Dallas
P01653,Provider_1653,Family Medicine,In-Network,Dallas
P01654,Provider_1654,Family Medicine,In-Network,Dallas
P01655,Provider_1655,Family Medicine,In-Network,Dallas
P01656,Provider_1656,Cardiology,In-Network,Dallas
P01657,Provider_1657,Family Medicine,In-Network,Dallas
P01658,Provider_1658,Family Medicine,In-Network,Dallas
P01659,Provider_1659,Family Medicine,In-Network,Dallas
P01660,Provider_1660,Cardiology,In-Network,Dallas
P01661,Provider_1661,Family Medicine,In-Network,Dallas
P01662,Provider_1662,Family Medicine,In-Network,Dallas
P01663,Provider_1663,Family Medicine,In-Network,Dallas
P01664,Provider_1664,Cardiology,In-Network,Dallas
P01665,Provider_1665,Family Medicine,In-Network,Dallas
P01666,Provider_1666,Family Medicine,In-Network,Dallas
P01667,Provider_1667,Family Medicine,In-Network,Dallas
P01668,Provider_1668,Cardiology,In-Network,Dallas
P01669,Provider_1669,Family Medicine,In-Network,Dallas
P01670,Provider_1670,Family Medicine,In-Network,Dallas
P01671,Provider_1671,Family Medicine,In-Network,Dallas
P01672,Provider_1672,Cardiology,In-Network,Dallas
P01673,Provider_1673,Family Medicine,In-Network,Dallas
P01674,Provider_1674,Family Medicine,In-Network,Dallas
P01675,Provider_1675,Family Medicine,In-Network,Dallas
P01676,Provider_1676,Cardiology,In-Network,Dallas
P01677,Provider_1677,Family Medicine,In-Network,Dallas
P01678,Provider_1678,Family Medicine,In-Network,Dallas
P01679,Provider_1679,Family Medicine,In-Network,Dallas
P01680,Provider_1680,Cardiology,In-Network,Dallas
P01681,Provider_1681,Family Medicine,In-Network,Dallas
P01682,Provider_1682,Family Medicine,In-Network,Dallas
P01683,Provider_1683,Family Medicine,In-Network,Dallas
P01684,Provider_1684,Cardiology,In-Network,Dallas
P01685,Provider_1685,Family Medicine,In-Network,Dallas
P01686,Provider_1686,Family Medicine,In-Network,Dallas
P01687,Provider_1687,Family Medicine,In-Network,Dallas
P01688,Provider_1688,Cardiology,In-Network,Dallas
P01689,Provider_1689,Family Medicine,In-Network,Dallas
P01690,Provider_1690,Family Medicine,In-Network,Dallas
P01691,Provider_1691,Family Medicine,In-Network,Dallas
P01692,Provider_1692,Cardiology,In-Network,Dallas
P01693,Provider_1693,Family Medicine,In-Network,Dallas
P01694,Provider_1694,Family Medicine,In-Network,Dallas
P01695,Provider_1695,Family Medicine,In-Network,Dallas
P01696,Provider_1696,Cardiology,In-Network,Dallas
P01697,Provider_1697,Family Medicine,In-Network,Dallas
P01698,Provider_1698,Family Medicine,In-Network,Dallas
P01699,Provider_1699,Family Medicine,In-Network,Dallas
P01700,Provider_1700,Cardiology,In-Network,Dallas
P01701,Provider_1701,Family Medicine,In-Network,Dallas
P01702,Provider_1702,Family Medicine,In-Network,Dallas
P01703,Provider_1703,Family Medicine,In-Network,Dallas
P01704,Provider_1704,Cardiology,In-Network,Dallas
P01705,Provider_1705,Family Medicine,In-Network,Dallas
P01706,Provider_1706,Family Medicine,In-Network,Dallas
P01707,Provider_1707,Family Medicine,In-Network,Dallas
P01708,Provider_1708,Cardiology,In-Network,Dallas
P01709,Provider_1709,Family Medicine,In-Network,Dallas
P01710,Provider_1710,Family Medicine,In-Network,Dallas
P01711,Provider_1711,Family Medicine,In-Network,Dallas
P01712,Provider_1712,Cardiology,In-Network,Dallas
P01713,Provider_1713,Family Medicine,In-Network,Dallas
P01714,Provider_1714,Family Medicine,In-Network,Dallas
P01715,Provider_1715,Family Medicine,In-Network,Dallas
P01716,Provider_1716,Cardiology,In-Network,Dallas
P01717,Provider_1717,Family Medicine,In-Network,Dallas
P01718,Provider_1718,Family Medicine,In-Network,Dallas
P01719,Provider_1719,Family Medicine,In-Network,Dallas
P01720,Provider_1720,Cardiology,In-Network,Dallas
P01721,Provider_1721,Family Medicine,In-Network,Dallas
P01722,Provider_1722,Family Medicine,In-Network,Dallas
P01723,Provider_1723,Family Medicine,In-Network,Dallas
P01724,Provider_1724,Cardiology,In-Network,Dallas
P01725,Provider_1725,Family Medicine,In-Network,Dallas
P01726,Provider_1726,Family Medicine,In-Network,Dallas
P01727,Provider_1727,Family Medicine,In-Network,Dallas
P01728,Provider_1728,Cardiology,In-Network,Dallas
P01729,Provider_1729,Family Medicine,In-Network,Dallas
P01730,Provider_1730,Family Medicine,In-Network,Dallas
P01731,Provider_1731,Family Medicine,In-Network,Dallas
P01732,Provider_1732,Cardiology,In-Network,Dallas
P01733,Provider_1733,Family Medicine,In-Network,Dallas
P01734,Provider_1734,Family Medicine,In-Network,Dallas
P01735,Provider_1735,Family Medicine,In-Network,Dallas
P01736,Provider_1736,Cardiology,In-Network,Dallas
P01737,Provider_1737,Family Medicine,In-Network,Dallas
P01738,Provider_1738,Family Medicine,In-Network,Dallas
P01739,Provider_1739,Family Medicine,In-Network,Dallas
P01740,Provider_1740,Cardiology,In-Network,Dallas
P01741,Provider_1741,Family Medicine,In-Network,Dallas
P01742,Provider_1742,Family Medicine,In-Network,Dallas
P01743,Provider_1743,Family Medicine,In-Network,Dallas
P01744,Provider_1744,Cardiology,In-Network,Dallas
P01745,Provider_1745,Family Medicine,In-Network,Dallas
P01746,Provider_1746,Family Medicine,In-Network,Dallas
P01747,Provider_1747,Family Medicine,In-Network,Dallas
P01748,Provider_1748,Cardiology,In-Network,Dallas
P01749,Provider_1749,Family Medicine,In-Network,Dallas
P01750,Provider_1750,Family Medicine,In-Network,Dallas
P01751,Provider_1751,Family Medicine,In-Network,Dallas
P01752,Provider_1752,Cardiology,In-Network,Dallas
P01753,Provider_1753,Family Medicine,In-Network,Dallas
P01754,Provider_1754,Family Medicine,In-Network,Dallas
P01755,Provider_1755,Family Medicine,In-Network,Dallas
P01756,Provider_1756,Cardiology,In-Network,Dallas
P01757,Provider_1757,Family Medicine,In-Network,Dallas
P01758,Provider_1758,Family Medicine,In-Network,Dallas
P01759,Provider_1759,Family Medicine,In-Network,Dallas
P01760,Provider_1760,Cardiology,In-Network,Dallas
P01761,Provider_1761,Family Medicine,In-Network,Dallas
P01762,Provider_1762,Family Medicine,In-Network,Dallas
P01763,Provider_1763,Family Medicine,In-Network,Dallas
P01764,Provider_1764,Cardiology,In-Network,Dallas
P01765,Provider_1765,Family Medicine,In-Network,Dallas
P01766,Provider_1766,Family Medicine,In-Network,Dallas
P01767,Provider_1767,Family Medicine,In-Network,Dallas
P01768,Provider_1768,Cardiology,In-Network,Dallas
P01769,Provider_1769,Family Medicine,In-Network,Dallas
P01770,Provider_1770,Family Medicine,In-Network,Dallas
P01771,Provider_1771,Family Medicine,In-Network,Dallas
P01772,Provider_1772,Cardiology,In-Network,Dallas
P01773,Provider_1773,Family Medicine,In-Network,Dallas
P01774,Provider_1774,Family Medicine,In-Network,Dallas
P01775,Provider_1775,Family Medicine,In-Network,Dallas
P01776,Provider_1776,Cardiology,In-Network,Dallas
P01777,Provider_1777,Family Medicine,In-Network,Dallas
P01778,Provider_1778,Family Medicine,In-Network,Dallas
P01779,Provider_1779,Family Medicine,In-Network,Dallas
P01780,Provider_1780,Cardiology,In-Network,Dallas
P01781,Provider_1781,Family Medicine,In-Network,Dallas
P01782,Provider_1782,Family Medicine,In-Network,Dallas
P01783,Provider_1783,Family Medicine,In-Network,Dallas
P01784,Provider_1784,Cardiology,In-Network,Dallas
P01785,Provider_1785,Family Medicine,In-Network,Dallas
P01786,Provider_1786,Family Medicine,In-Network,Dallas
P01787,Provider_1787,Family Medicine,In-Network,Dallas
P01788,Provider_1788,Cardiology,In-Network,Dallas
P01789,Provider_1789,Family Medicine,In-Network,Dallas
P01790,Provider_1790,Family Medicine,In-Network,Dallas
P01791,Provider_1791,Family Medicine,In-Network,Dallas
P01792,Provider_1792,Cardiology,In-Network,Dallas
P01793,Provider_1793,Family Medicine,In-Network,Dallas
P01794,Provider_1794,Family Medicine,In-Network,Dallas
P01795,Provider_1795,Family Medicine,In-Network,Dallas
P01796,Provider_1796,Cardiology,In-Network,Dallas
P01797,Provider_1797,Family Medicine,In-Network,Dallas
P01798,Provider_1798,Family Medicine,In-Network,Dallas
P01799,Provider_1799,Family Medicine,In-Network,Dallas
P01800,Provider_1800,Cardiology,In-Network,Dallas
P01801,Provider_1801,Family Medicine,In-Network,Dallas
P01802,Provider_1802,Family Medicine,In-Network,Dallas
P01803,Provider_1803,Family Medicine,In-Network,Dallas
P01804,Provider_1804,Cardiology,In-Network,Dallas
P01805,Provider_1805,Family Medicine,In-Network,Dallas
P01806,Provider_1806,Family Medicine,In-Network,Dallas
P01807,Provider_1807,Family Medicine,In-Network,Dallas
P01808,Provider_1808,Cardiology,In-Network,Dallas
P01809,Provider_1809,Family Medicine,In-Network,Dallas
P01810,Provider_1810,Family Medicine,In-Network,Dallas
P01811,Provider_1811,Family Medicine,In-Network,Dallas
P01812,Provider_1812,Cardiology,In-Network,Dallas
P01813,Provider_1813,Family Medicine,In-Network,Dallas
P01814,Provider_1814,Family Medicine,In-Network,Dallas
P01815,Provider_1815,Family Medicine,In-Network,Dallas
P01816,Provider_1816,Cardiology,In-Network,Dallas
P01817,Provider_1817,Family Medicine,In-Network,Dallas
P01818,Provider_1818,Family Medicine,In-Network,Dallas
P01819,Provider_1819,Family Medicine,In-Network,Dallas
P01820,Provider_1820,Cardiology,In-Network,Dallas
P01821,Provider_1821,Family Medicine,In-Network,Dallas
P01822,Provider_1822,Family Medicine,In-Network,Dallas
P01823,Provider_1823,Family Medicine,In-Network,Dallas
P01824,Provider_1824,Cardiology,In-Network,Dallas
P01825,Provider_1825,Family Medicine,In-Network,Dallas
P01826,Provider_1826,Family Medicine,In-Network,Dallas
P01827,Provider_1827,Family Medicine,In-Network,Dallas
P01828,Provider_1828,Cardiology,In-Network,Dallas
P01829,Provider_1829,Family Medicine,In-Network,Dallas
P01830,Provider_1830,Family Medicine,In-Network,Dallas
P01831,Provider_1831,Family Medicine,In-Network,Dallas
P01832,Provider_1832,Cardiology,In-Network,Dallas
P01833,Provider_1833,Family Medicine,In-Network,Dallas
P01834,Provider_1834,Family Medicine,In-Network,Dallas
P01835,Provider_1835,Family Medicine,In-Network,Dallas
P01836,Provider_1836,Cardiology,In-Network,Dallas
P01837,Provider_1837,Family Medicine,In-Network,Dallas
P01838,Provider_1838,Family Medicine,In-Network,Dallas
P01839,Provider_1839,Family Medicine,In-Network,Dallas
P01840,Provider_1840,Cardiology,In-Network,Dallas
P01841,Provider_1841,Family Medicine,In-Network,Dallas
P01842,Provider_1842,Family Medicine,In-Network,Dallas
P01843,Provider_1843,Family Medicine,In-Network,Dallas
P01844,Provider_1844,Cardiology,In-Network,Dallas
P01845,Provider_1845,Family Medicine,In-Network,Dallas
P01846,Provider_1846,Family Medicine,In-Network,Dallas
P01847,Provider_1847,Family Medicine,In-Network,Dallas
P01848,Provider_1848,Cardiology,In-Network,Dallas
P01849,Provider_1849,Family Medicine,In-Network,Dallas
P01850,Provider_1850,Family Medicine,In-Network,Dallas
P01851,Provider_1851,Family Medicine,In-Network,Dallas
P01852,Provider_1852,Cardiology,In-Network,Dallas
P01853,Provider_1853,Family Medicine,In-Network,Dallas
P01854,Provider_1854,Family Medicine,In-Network,Dallas
P01855,Provider_1855,Family Medicine,In-Network,Dallas
P01856,Provider_1856,Cardiology,In-Network,Dallas
P01857,Provider_1857,Family Medicine,In-Network,Dallas
P01858,Provider_1858,Family Medicine,In-Network,Dallas
P01859,Provider_1859,Family Medicine,In-Network,Dallas
P01860,Provider_1860,Cardiology,In-Network,Dallas
P01861,Provider_1861,Family Medicine,In-Network,Dallas
P01862,Provider_1862,Family Medicine,In-Network,Dallas
P01863,Provider_1863,Family Medicine,In-Network,Dallas
P01864,Provider_1864,Cardiology,In-Network,Dallas
P01865,Provider_1865,Family Medicine,In-Network,Dallas
P01866,Provider_1866,Family Medicine,In-Network,Dallas
P01867,Provider_1867,Family Medicine,In-Network,Dallas
P01868,Provider_1868,Cardiology,In-Network,Dallas
P01869,Provider_1869,Family Medicine,In-Network,Dallas
P01870,Provider_1870,Family Medicine,In-Network,Dallas
P01871,Provider_1871,Family Medicine,In-Network,Dallas
P01872,Provider_1872,Cardiology,In-Network,Dallas
P01873,Provider_1873,Family Medicine,In-Network,Dallas
P01874,Provider_1874,Family Medicine,In-Network,Dallas
P01875,Provider_1875,Family Medicine,In-Network,Dallas
P01876,Provider_1876,Cardiology,In-Network,Dallas
P01877,Provider_1877,Family Medicine,In-Network,Dallas
P01878,Provider_1878,Family Medicine,In-Network,Dallas
P01879,Provider_1879,Family Medicine,In-Network,Dallas
P01880,Provider_1880,Cardiology,In-Network,Dallas
P01881,Provider_1881,Family Medicine,In-Network,Dallas
P01882,Provider_1882,Family Medicine,In-Network,Dallas
P01883,Provider_1883,Family Medicine,In-Network,Dallas
P01884,Provider_1884,Cardiology,In-Network,Dallas
P01885,Provider_1885,Family Medicine,In-Network,Dallas
P01886,Provider_1886,Family Medicine,In-Network,Dallas
P01887,Provider_1887,Family Medicine,In-Network,Dallas
P01888,Provider_1888,Cardiology,In-Network,Dallas
P01889,Provider_1889,Family Medicine,In-Network,Dallas
P01890,Provider_1890,Family Medicine,In-Network,Dallas
P01891,Provider_1891,Family Medicine,In-Network,Dallas
P01892,Provider_1892,Cardiology,In-Network,Dallas
P01893,Provider_1893,Family Medicine,In-Network,Dallas
P01894,Provider_1894,Family Medicine,In-Network,Dallas
P01895,Provider_1895,Family Medicine,In-Network,Dallas
P01896,Provider_1896,Cardiology,In-Network,Dallas
P01897,Provider_1897,Family Medicine,In-Network,Dallas
P01898,Provider_1898,Family Medicine,In-Network,Dallas
P01899,Provider_1899,Family Medicine,In-Network,Dallas
P01900,Provider_1900,Cardiology,In-Network,Dallas
P01901,Provider_1901,Family Medicine,In-Network,Dallas
P01902,Provider_1902,Family Medicine,In-Network,Dallas
P01903,Provider_1903,Family Medicine,In-Network,Dallas
P01904,Provider_1904,Cardiology,In-Network,Dallas
P01905,Provider_1905,Family Medicine,In-Network,Dallas
P01906,Provider_1906,Family Medicine,In-Network,Dallas
P01907,Provider_1907,Family Medicine,In-Network,Dallas
P01908,Provider_1908,Cardiology,In-Network,Dallas
P01909,Provider_1909,Family Medicine,In-Network,Dallas
P01910,Provider_1910,Family Medicine,In-Network,Dallas
P01911,Provider_1911,Family Medicine,In-Network,Dallas
P01912,Provider_1912,Cardiology,In-Network,Dallas
P01913,Provider_1913,Family Medicine,In-Network,Dallas
P01914,Provider_1914,Family Medicine,In-Network,Dallas
P01915,Provider_1915,Family Medicine,In-Network,Dallas
P01916,Provider_1916,Cardiology,In-Network,Dallas
P01917,Provider_1917,Family Medicine,In-Network,Dallas
P01918,Provider_1918,Family Medicine,In-Network,Dallas
P01919,Provider_1919,Family Medicine,In-Network,Dallas
P01920,Provider_1920,Cardiology,In-Network,Dallas
P01921,Provider_1921,Family Medicine,In-Network,Dallas
P01922,Provider_1922,Family Medicine,In-Network,Dallas
P01923,Provider_1923,Family Medicine,In-Network,Dallas
P01924,Provider_1924,Cardiology,In-Network,Dallas
P01925,Provider_1925,Family Medicine,In-Network,Dallas
P01926,Provider_1926,Family Medicine,In-Network,Dallas
P01927,Provider_1927,Family Medicine,In-Network,Dallas
P01928,Provider_1928,Cardiology,In-Network,Dallas
P01929,Provider_1929,Family Medicine,In-Network,Dallas
P01930,Provider_1930,Family Medicine,In-Network,Dallas
P01931,Provider_1931,Family Medicine,In-Network,Dallas
P01932,Provider_1932,Cardiology,In-Network,Dallas
P01933,Provider_1933,Family Medicine,In-Network,Dallas
P01934,Provider_1934,Family Medicine,In-Network,Dallas
P01935,Provider_1935,Family Medicine,In-Network,Dallas
P01936,Provider_1936,Cardiology,In-Network,Dallas
P01937,Provider_1937,Family Medicine,In-Network,Dallas
P01938,Provider_1938,Family Medicine,In-Network,Dallas
P01939,Provider_1939,Family Medicine,In-Network,Dallas
P01940,Provider_1940,Cardiology,In-Network,Dallas
P01941,Provider_1941,Family Medicine,In-Network,Dallas
P01942,Provider_1942,Family Medicine,In-Network,Dallas
P01943,Provider_1943,Family Medicine,In-Network,Dallas
P01944,Provider_1944,Cardiology,In-Network,Dallas
P01945,Provider_1945,Family Medicine,In-Network,Dallas
P01946,Provider_1946,Family Medicine,In-Network,Dallas
P01947,Provider_1947,Family Medicine,In-Network,Dallas
P01948,Provider_1948,Cardiology,In-Network,Dallas
P01949,Provider_1949,Family Medicine,In-Network,Dallas
P01950,Provider_1950,Family Medicine,In-Network,Dallas
P01951,Provider_1951,Family Medicine,In-Network,Dallas
P01952,Provider_1952,Cardiology,In-Network,Dallas
P01953,Provider_1953,Family Medicine,In-Network,Dallas
P01954,Provider_1954,Family Medicine,In-Network,Dallas
P01955,Provider_1955,Family Medicine,In-Network,Dallas
P01956,Provider_1956,Cardiology,In-Network,Dallas
P01957,Provider_1957,Family Medicine,In-Network,Dallas
P01958,Provider_1958,Family Medicine,In-Network,Dallas
P01959,Provider_1959,Family Medicine,In-Network,Dallas
P01960,Provider_1960,Cardiology,In-Network,Dallas
P01961,Provider_1961,Family Medicine,In-Network,Dallas
P01962,Provider_1962,Family Medicine,In-Network,Dallas
P01963,Provider_1963,Family Medicine,In-Network,Dallas
P01964,Provider_1964,Cardiology,In-Network,Dallas
P01965,Provider_1965,Family Medicine,In-Network,Dallas
P01966,Provider_1966,Family Medicine,In-Network,Dallas
P01967,Provider_1967,Family Medicine,In-Network,Dallas
P01968,Provider_1968,Cardiology,In-Network,Dallas
P01969,Provider_1969,Family Medicine,In-Network,Dallas
P01970,Provider_1970,Family Medicine,In-Network,Dallas
P01971,Provider_1971,Family Medicine,In-Network,Dallas
P01972,Provider_1972,Cardiology,In-Network,Dallas
P01973,Provider_1973,Family Medicine,In-Network,Dallas
P01974,Provider_1974,Family Medicine,In-Network,Dallas
P01975,Provider_1975,Family Medicine,In-Network,Dallas
P01976,Provider_1976,Cardiology,In-Network,Dallas
P01977,Provider_1977,Family Medicine,In-Network,Dallas
P01978,Provider_1978,Family Medicine,In-Network,Dallas
P01979,Provider_1979,Family Medicine,In-Network,Dallas
P01980,Provider_1980,Cardiology,In-Network,Dallas
P01981,Provider_1981,Family Medicine,In-Network,Dallas
P01982,Provider_1982,Family Medicine,In-Network,Dallas
P01983,Provider_1983,Family Medicine,In-Network,Dallas
P01984,Provider_1984,Cardiology,In-Network,Dallas
P01985,Provider_1985,Family Medicine,In-Network,Dallas
P01986,Provider_1986,Family Medicine,In-Network,Dallas
P01987,Provider_1987,Family Medicine,In-Network,Dallas
P01988,Provider_1988,Cardiology,In-Network,Dallas
P01989,Provider_1989,Family Medicine,In-Network,Dallas
P01990,Provider_1990,Family Medicine,In-Network,Dallas
P01991,Provider_1991,Family Medicine,In-Network,Dallas
P01992,Provider_1992,Cardiology,In-Network,Dallas
P01993,Provider_1993,Family Medicine,In-Network,Dallas
P01994,Provider_1994,Family Medicine,In-Network,Dallas
P01995,Provider_1995,Family Medicine,In-Network,Dallas
P01996,Provider_1996,Cardiology,In-Network,Dallas
P01997,Provider_1997,Family Medicine,In-Network,Dallas
P01998,Provider_1998,Family Medicine,In-Network,Dallas
P01999,Provider_1999,Family Medicine,In-Network,Dallas
P02000,Provider_2000,Cardiology,In-Network,Dallas
